;CUST_ID;BALANCE;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;BALANCE;PURCHASES;ONEOFF_PURCHASES;PURCHASES_INSTALLMENTS;CASH_ADVANCE;TENURE
;C14035;342,358505;633,66;65,96;567,7;367,516136;1;6;4500;1625,059543;155,289203;0,272727;0,818182;0,5;0,083333;0,333333;0,083333;12
;C17502;42,653615;93,24;0;93,24;0;0;6;5000;156,57819;95,992733;0;1;0,5;0;0,5;0;12
;C13225;7387,803893;208;208;0;6728,679523;7;3;14000;1613,637071;1686,82882;0;1;0,25;0,25;0;0,416667;12
;C13259;0,683939;17,7;17,7;0;0;0;1;1500;18,825023;10,074393;0;0,181818;0,083333;0,083333;0;0;12
;C11577;1981,929376;145,8;0;145,8;0;0;10;6000;2803,926679;467,477726;0,083333;1;0,833333;0;0,75;0;12
;C19051;168,516873;364,8;364,8;0;0;0;4;500;102,839528;121,749604;0;0,666667;0,333333;0,333333;0;0;9
;C12622;4936,913341;407,81;351,81;56;2790,468488;7;4;5000;2189,546633;2473,447437;0;1;0,333333;0,25;0,083333;0,333333;12
;C11831;1592,48626;1449,48;460;989,48;0;0;19;10500;1695,90191;419,784527;0;1;1;0,333333;1;0;12
;C11955;2205,471982;3278,42;1640,05;1638,37;0;0;147;6000;2726,198575;966,350823;0;1;1;0,666667;1;0;12
;C14664;757,964752;157,4;157,4;0;0;0;6;1200;1494,480376;2638,59841;0;0,875;0,125;0,125;0;0;8
;C16854;2325,373366;0;0;0;327,662218;10;0;2500;679,52543;718,062844;0;1;0;0;0;0,583333;12
;C10051;863,809833;507,5;507,5;0;695,097159;2;3;4000;587,866451;286,448719;0,083333;1;0,166667;0,166667;0;0,083333;12
;C14408;639,73038;951,05;785,05;166;0;0;8;2600;693,302893;227,955037;0;1;0,5;0,5;0,083333;0;12
;C15760;2,71921;0;0;0;365,729727;1;0;6000;3961,072777;29,048708;0,090909;0,181818;0;0;0;0,083333;12
;C10397;507,144348;5708,18;4584,78;1123,4;0;0;47;4000;5589,952268;232,131169;1;1;1;0,75;0,75;0;12
;C12836;343,003474;3429,49;2789,85;639,64;0;0;40;10500;2700,228732;211,715095;0,416667;1;1;1;0,666667;0;12
;C18102;1113,396708;2701,58;2626,58;75;0;0;8;1500;2456,996431;1653,336976;0;1;0,583333;0,5;0,083333;0;12
;C10905;1890,397414;2493,67;358;2135,67;0;0;26;3000;916,285608;494,455132;0;1;1;0,083333;1;0;12
;C15654;345,75483;3125,03;492,71;2632,32;0;0;36;5500;3016,560969;189,375956;1;1;1;0,166667;1;0;12
;C13345;210,670699;2675,53;1132,69;1542,84;0;0;42;5000;2496,741743;173,308474;0,727273;1;1;0,5;1;0;12
;C13159;0;63,3;0;63,3;0;0;3;2700;0;;0;0;0,25;0;0,25;0;12
;C18493;2757,097566;1533,04;384,04;1149;686,790836;2;7;3000;767,851514;8608,53291;0;1;0,5;0,083333;0,416667;0,166667;12
;C11412;746,693629;615,2;0;615,2;0;0;16;1000;1693,123192;815,025567;0,083333;1;1;0;0,916667;0;12
;C14353;472,61828;4626,36;2974;1652,36;305,257038;2;67;3800;4549,881872;176,856716;1;1;1;0,833333;1;0,166667;12
;C15882;47,162463;1276,72;810;466,72;0;0;5;6000;602,244665;94,668806;0,166667;0,909091;0,416667;0,083333;0,333333;0;12
;C13019;1294,324002;0;0;0;101,183886;1;0;1500;495,527043;393,227405;0;1;0;0;0;0,083333;12
;C10833;81,762162;777,04;521,46;255,58;0;0;20;7500;753,811533;162,763716;0;0,909091;0,833333;0,5;0,75;0;12
;C11497;2492,985289;74,5;0;74,5;751,596843;7;1;2500;1577,510657;997,74591;0;1;0,083333;0;0,083333;0,333333;12
;C17875;16,834929;15;15;0;209,025389;1;1;7500;430,213001;86,959785;0;0,454545;0,090909;0,090909;0;0,090909;11
;C18025;1847,085007;1573,35;592;981,35;0;0;40;6000;575,443785;429,239075;0;1;0,916667;0,416667;0,75;0;12
;C13909;199,684606;287,4;0;287,4;0;0;12;4500;1110,399779;69,685168;0;0,363636;1;0;1;0;12
;C17966;722,855351;0;0;0;396,516695;2;0;2500;187,058515;325,505999;0;1;0;0;0;0,166667;12
;C15808;31,299159;185,13;0;185,13;0;0;3;3000;289,706891;85,464647;1;0,5;0,5;0;0,333333;0;6
;C13751;633,396401;0;0;0;1330,106689;2;0;1500;116,50071;171,747655;0;1;0;0;0;0,166667;12
;C13492;1158,783497;183;183;0;0;0;3;1200;271,548882;355,227627;0;1;0,166667;0,166667;0;0;12
;C17415;81,088359;554,7;316;238,7;0;0;13;1000;579,784969;150,212056;0,4;0,909091;0,916667;0,166667;0,916667;0;12
;C13511;2240,079824;0;0;0;7955,964618;8;0;3000;8064,891702;883,416435;0,166667;1;0;0;0;0,333333;12
;C13867;4762,717627;0;0;0;450,089413;4;0;5000;806,236783;1327,669984;0;1;0;0;0;0,571429;7
;C16455;1765,263223;73,8;0;73,8;0;0;12;1800;356,324476;679,20095;0;1;1;0;1;0;12
;C10815;5211,229218;0;0;0;2316,206642;10;0;5500;1009,545319;2092,29409;0;1;0;0;0;0,416667;12
;C11432;1,599053;188;188;0;149,167024;1;1;3000;356,465959;19,329034;0;0,272727;0,083333;0,083333;0;0,083333;12
;C10197;38,615644;280,4;280,4;0;0;0;3;6150;254,392984;55,79974;0,090909;0,727273;0,25;0,25;0;0;12
;C14124;421,796337;2748,74;1623,74;1125;0;;48;4500;2684,86037;169,599243;0,25;1;1;1;0,666667;0;12
;C17353;42,170547;588;0;588;0;0;12;2500;611,475897;164,424956;0,636364;1;1;0;1;0;12
;C14308;5,1807;0;0;0;1283,543377;1;0;3000;1282,18451;57,570471;0;0,363636;0;0;0;0,083333;12
;C14856;28,588826;151,92;0;151,92;0;0;8;1000;111,631804;111,312954;0,666667;1;1;0;0,875;0;8
;C16109;3027,570865;0;0;0;2081,583331;3;0;4500;1074,265678;883,685949;0;1;0;0;0;0,083333;12
;C14585;1801,084627;0;0;0;3189,613873;11;0;10000;329,077571;216,751158;0;0,833333;0;0;0;0,833333;6
;C18056;618,966003;4709,14;395,92;4313,22;0;0;18;4500;4627,972313;3959,316506;0,083333;1;1;0,166667;1;0;12
;C10463;51,818382;903,36;903,36;0;0;0;6;15000;538,841222;41,302445;0;0,454545;0,25;0,25;0;0;12
;C14125;137,864267;237,24;0;237,24;1113,534935;2;12;1200;1232,901419;109,853069;0;0,272727;1;0;1;0,083333;12
;C11894;30,859227;415,04;0;415,04;0;0;6;7500;485,108353;98,722488;0,545455;0,545455;0,5;0;0,5;0;12
;C16602;346,425872;3463,12;1046,72;2416,4;0;0;66;5000;2903,567692;194,327332;0,916667;1;1;0,5;1;0;12
;C11803;108,548004;1099,19;885,97;213,22;0;0;25;4000;1181,316469;174,477061;0,583333;1;1;0,583333;0,916667;0;12
;C11655;1552,772103;34,74;34,74;0;185,374726;3;1;3000;3125,652785;405,748783;0;1;0,1;0,1;0;0,2;10
;C10884;10131,00055;0;0;0;3330,326162;5;0;14500;4056,944212;2592,311811;0;1;0;0;0;0,166667;12
;C12467;1352,301367;263,04;263,04;0;1460,777849;3;1;2300;4228,186416;325,737106;0,090909;1;0,083333;0,083333;0;0,166667;12
;C16229;387,967458;944,49;0;944,49;0;0;23;1000;831,708548;218,808215;0;1;1;0;1;0;12
;C19006;25,486713;365;0;365;0;0;19;1500;254,686988;139,614749;0,777778;1;1;0;0,909091;0;11
;C14008;71,983739;1000;1000;0;0;0;1;1200;93,4312;20,887671;0;1;0,083333;0,083333;0;0;12
;C15232;952,431767;3882,65;3527,65;355;2101,942774;10;37;3500;3823,141055;252,01094;0,166667;0,909091;0,666667;0,583333;0,166667;0,333333;12
;C18817;1029,111236;0;0;0;1097,380897;4;0;1200;0;;0;0,909091;0;0;0;0,166667;12
;C11433;7422,444145;148,29;148,29;0;9313,095186;17;2;9000;2299,218749;2988,430055;0;1;0,083333;0,083333;0;0,416667;12
;C17406;1841,468929;0;0;0;513,751922;10;0;2000;573,083099;678,078987;0;1;0;0;0;0,5;12
;C14723;3049,215189;390;390;0;5876,866242;9;1;3200;6537,913767;2729,078978;0;1;0,083333;0,083333;0;0,583333;12
;C16460;1394,926414;0;0;0;4091,737498;5;0;5000;488,155542;299,651665;0;1;0;0;0;0,25;12
;C13799;5779,287938;5233,92;3277,47;1956,45;0;0;61;6000;3555,592453;4277,740666;0;1;1;0,75;1;0;12
;C15735;1167,254965;499,92;0;499,92;0;0;12;1200;897,514706;1358,434639;0;1;1;0;1;0;12
;C12960;512,058666;921,2;664,73;256,47;0;0;7;5500;1851,553319;786,58816;0;0,818182;0,416667;0,166667;0,25;0;12
;C16502;0;609,21;0;609,21;0;0;9;1000;684,523752;;0;0;0,9;0;0,8;0;10
;C17398;303,740542;0;0;0;869,489056;2;0;1000;359,36061;211,249109;0;0,545455;0;0;0;0,083333;12
;C12978;4007,610043;83;83;0;9003,084705;12;1;10000;1308,070478;1221,251121;0;1;0,083333;0,083333;0;0,25;12
;C11167;20,962217;290,36;0;290,36;0;0;12;10000;255,56413;178,83986;0,727273;1;0,916667;0;0,833333;0;12
;C13974;93,104842;160;160;0;0;0;1;5200;633,184791;491,717092;0,1;1;0,083333;0,083333;0;0;12
;C16159;288,350729;296,16;0;296,16;1113,678595;5;8;1500;58,787935;135,413354;0;1;0,333333;0;0,25;0,166667;12
;C10910;847,013195;0;0;0;1159,447747;5;0;1200;101,664939;196,261567;0;0,833333;0;0;0;0,333333;6
;C17675;793,855972;1478,93;1478,93;0;0;0;10;1200;723,959807;474,254444;0;1;0,333333;0,333333;0;0;12
;C15134;125,793836;630;0;630;0;0;12;1000;373,891965;166,265696;0,2;1;1;0;0,916667;0;12
;C14923;17,141376;182,1;33,6;148,5;113,918826;1;4;6000;255,074373;93,628909;0,2;0,818182;0,25;0,083333;0,083333;0,083333;12
;C13333;1907,364819;192,88;138;54,88;0;0;9;7500;1484,679588;684,377166;0;1;0,583333;0,083333;0,5;0;12
;C11047;12373,33348;830,15;200;630,15;10249,921;26;14;11000;14040,86635;12245,92601;0;1;0,75;0,166667;0,583333;0,916667;12
;C13330;56,837819;584,34;584,34;0;0;0;8;9500;1074,374998;128,896127;0,1;0,727273;0,5;0,5;0;0;12
;C19092;928,604797;0;0;0;1191,746396;9;0;1200;110,077421;191,684467;0;0,875;0;0;0;0,125;8
;C12045;216,685655;921,18;469,78;451,4;0;0;9;4500;892,146005;69,378949;0;0,545455;0,25;0,166667;0,166667;0;12
;C11524;2550,528085;0;0;0;3155,857852;17;0;3000;674,847656;616,794193;0;1;0;0;0;0,8;10
;C14141;647,166042;369,49;0;369,49;0;0;9;12500;738,346676;245,989844;0;1;0,583333;0;0,5;0;12
;C13642;612,311544;1115;715;400;0;0;4;1800;1407,537644;188,77787;0;1;0,333333;0,166667;0,083333;0;12
;C10911;1843,308668;89,66;89,66;0;126,156551;6;5;2000;375,878055;397,759846;0;1;0,2;0,2;0;0,6;10
;C14121;231,089583;1547,92;1547,92;0;0;0;12;9000;1230,772375;196,595495;0,333333;1;1;1;0;0;12
;C17209;49,269195;213,75;0;213,75;0;0;9;2500;196,765989;206,997029;0;1;0,75;0;0,666667;0;12
;C14041;5795,166009;0;0;0;7363,303617;3;0;12500;7570,031897;1489,464244;0;1;0;0;0;0,25;12
;C12542;407,177714;4236,36;2325,16;1911,2;0;0;29;18500;3746,674803;167,823077;1;0,909091;0,833333;0,5;0,75;0;12
;C13601;1755,193192;0;0;0;1657,887522;5;0;1800;310,988036;627,613135;0;1;0;0;0;0,166667;12
;C14558;1654,369427;736,24;480;256,24;0;0;20;7000;2267,012612;518,201767;0,083333;1;1;0,166667;0,916667;0;12
;C17555;745,368581;153,89;0;153,89;0;0;11;1700;500,110264;191,010274;0;1;0,916667;0;0,916667;0;12
;C11018;2870,08219;490,21;490,21;0;10735,1018;29;3;6000;5956,127312;991,468328;0;0,909091;0,272727;0,272727;0;0,636364;11
;C13836;430,592769;1741,39;564;1177,39;0;0;57;5000;1125,765206;248,140964;0,083333;1;1;0,25;1;0;12
;C10814;14,731998;121,5;0;121,5;0;0;9;4000;137,148597;125,135021;0;0,818182;0,818182;0;0,818182;0;11
;C17251;191,314058;860,95;860,95;0;0;0;10;800;1001,313048;194,636798;0,083333;1;0,583333;0,583333;0;0;12
;C14066;816,765152;7967,04;7839,22;127,82;0;0;81;10000;8455,311569;193,562444;1;1;1;1;0,416667;0;12
;C14261;2666,903576;0;0;0;779,396921;2;0;3000;661,437579;768,949382;0;1;0;0;0;0,166667;12
;C12973;1841,606048;0;0;0;2592,516363;10;0;2500;372,508487;427,337579;0;1;0;0;0;0,625;8
;C11224;3959,912911;0;0;0;158,159923;4;0;4000;701,794235;1641,805004;0;1;0;0;0;0,333333;12
;C12419;162,54754;405,61;0;405,61;0;0;23;2200;612,674738;130,269702;0;0,909091;0,916667;0;0,916667;0;12
;C11354;68,845891;853,44;603,84;249,6;0;0;4;11500;789,202649;138,72196;0;0,363636;0,25;0,166667;0,083333;0;12
;C14329;534,728906;976,98;251,05;725,93;0;0;18;7000;742,950103;237,529082;0;1;0,833333;0,666667;0,833333;0;12
;C16529;108,386507;211,9;211,9;0;0;0;2;5100;131,85375;125,337911;0;1;0,166667;0,166667;0;0;12
;C10868;129,3741;1102,72;0;1102,72;0;0;15;4000;1123,51632;178,44023;0,833333;1;1;0;1;0;12
;C14190;6978,185657;1051,43;174,48;876,95;5146,349321;10;12;7500;3756,694846;3084,193348;0;1;0,75;0,083333;0,75;0,333333;12
;C14430;152,758442;276;81;195;0;0;3;1200;1316,604491;132,449236;0,142857;0,727273;0,25;0,083333;0,083333;0;12
;C18530;6008,914524;0;0;0;8304,470149;9;0;9000;1279,301117;1404,889491;0;0,777778;0;0;0;0,333333;9
;C15370;1344,982445;224,54;0;224,54;0;0;18;1500;619,063466;678,63587;0;1;0,5;0;0,5;0;12
;C11226;543,350448;0;0;0;3493,29196;8;0;6000;7158,478105;612,399286;0,285714;0,545455;0;0;0;0,166667;12
;C17015;230,337567;2219,39;287;1932,39;0;0;37;2000;1044,263246;120,655535;0;0,727273;1;0,333333;0,916667;0;12
;C14996;445,921101;1580,56;701,61;878,95;2703,408056;14;61;2500;3992,8893;185,418931;1;1;1;0,666667;1;0,5;12
;C13554;1995,332004;0;0;0;209,970707;5;0;2000;510,542442;923,312273;0;1;0;0;0;0,416667;12
;C11616;39,477741;325,66;325,66;0;0;0;7;1000;288,039256;107,908566;0;0,545455;0,333333;0,333333;0;0;12
;C17392;147,571435;0;0;0;2200,173071;2;0;1200;2763,958077;62,025196;1;0,5;0;0;0;0,2;10
;C13542;2024,488164;0;0;0;1374,874243;1;0;3000;3398,082374;678,700673;0,083333;1;0;0;0;0,083333;12
;C10132;57,453201;0;0;0;272,713302;1;0;1200;385,853874;84,697292;0,166667;0,75;0;0;0;0,125;8
;C18721;13,084067;350;350;0;0;0;1;1000;3929,643369;;0;0,090909;0,083333;0,083333;0;0;12
;C12092;311,341555;3721,39;3721,39;0;0;0;26;4000;4004,905569;156,580586;0,714286;0,909091;0,5;0,5;0;0;12
;C14749;22,187914;0;0;0;147,48527;1;0;3000;182,533898;155,060934;0,083333;1;0;0;0;0,083333;12
;C11266;408,732898;0;0;0;4799,003911;1;0;5000;19666,29097;678,362107;1;0,272727;0;0;0;0,083333;12
;C15271;1273,731635;0;0;0;534,228453;3;0;1500;755,520686;568,672226;0;1;0;0;0;0,166667;12
;C13491;39,670161;319,92;0;319,92;0;0;12;10000;365,863745;176,935616;0,727273;1;1;0;1;0;12
;C18279;101,98974;1046,04;1046,04;0;0;0;11;1000;1139,660178;139,562971;0,875;1;0,916667;0,916667;0;0;12
;C14604;82,029477;1126,32;580,44;545,88;0;0;49;9000;1136,224986;177,605867;0,5;1;1;1;1;0;12
;C11401;920,872172;296,64;130;166,64;944,088231;3;5;1200;119,369967;535,455159;0;0,888889;0,555556;0,111111;0,333333;0,111111;9
;C13635;3682,715337;0;0;0;789,024025;16;0;4200;980,81081;6604,763658;0;1;0;0;0;0,416667;12
;C11596;7,472301;80;0;80;0;0;2;3000;168,885534;58,643303;0,090909;0,181818;0,166667;0;0,083333;0;12
;C17915;1364,897308;0;0;0;1129,837811;6;0;1500;365,272698;353,215704;0;1;0;0;0;0,166667;12
;C15092;798,693995;0;0;0;1865,808018;11;0;3000;180,865117;301,842645;0;1;0;0;0;0,666667;12
;C14019;1725,887609;0;0;0;753,22315;3;0;1700;1169,756885;2116,153771;0;1;0;0;0;0,25;12
;C10476;1715,459275;96,75;34,65;62,1;19,141227;1;7;1800;452,225512;411,612521;0;1;0,333333;0,083333;0,25;0,083333;12
;C18949;133,999971;1485;0;1485;0;0;12;1000;1353,276771;170,609124;0,909091;1;1;0;1;0;12
;C14299;39,086623;374,63;91,63;283;0;0;11;1600;767,182519;168,259829;1;0,545455;0,5;0,083333;0,5;0;12
;C12436;788,257316;9113,78;6138,57;2975,21;0;0;128;12000;7035,994095;243,938058;1;1;1;1;1;0;12
;C12495;12856,15251;775,42;649,42;126;7362,379262;11;16;14000;2885,335197;3331,513399;0;1;0,416667;0,25;0,333333;0,166667;12
;C13255;7293,108794;0;0;0;1877,531533;4;0;8500;1816,195475;1659,404676;0;1;0;0;0;0,333333;12
;C13466;820,163313;680,14;0;680,14;0;0;18;1200;1178,247173;219,875876;0;1;0,75;0;0,666667;0;12
;C11777;5239,120768;1823,23;1823,23;0;0;0;14;5750;2107,740768;2658,139243;0;1;0,75;0,75;0;0;12
;C15022;7,20735;152,02;0;152,02;0;0;7;1000;219,445915;99,133361;0,5;0,545455;0,583333;0;0,5;0;12
;C18515;66,0478;674,67;674,67;0;0;0;8;600;538,053223;167,18485;1;0,454545;0,416667;0,416667;0;0;12
;C15237;162,972111;1586,6;0;1586,6;110,671623;1;10;2500;1577,161232;203,807999;0,666667;0,909091;0,833333;0;0,75;0,083333;12
;C10688;408,069031;3660,97;3660,97;0;0;0;33;7500;4471,044825;188,409994;0,666667;1;1;1;0;0;12
;C11116;413,987831;985,79;892,8;92,99;0;0;16;3000;887,885624;176,216309;0;1;0,5;0,5;0,25;0;12
;C17689;991,773081;2020;2020;0;600,188405;4;4;3400;1817,827772;322,297689;0;1;0,25;0,25;0;0,333333;12
;C12056;2097,603234;963,21;963,21;0;0;0;11;2100;622,542212;1252,200387;0;1;1;1;0;0;6
;C18584;21,462595;193,4;0;193,4;0;0;8;2500;264,851292;154,489371;1;0,727273;0,666667;0;0,666667;0;12
;C13522;25,897329;299,65;299,65;0;0;0;12;9000;261,779201;163,208033;0,818182;1;1;1;0;0;12
;C18760;126,872455;568,5;0;568,5;0;0;6;2000;1294,215768;201,544737;0;0,545455;0,5;0;0,5;0;12
;C18105;1334,012141;0;0;0;152,353179;1;0;1500;312,029134;275,729456;0;1;0;0;0;0,083333;12
;C16285;1827,647786;596,64;0;596,64;449,505151;4;12;2000;911,09047;867,538271;0;1;1;0;1;0,083333;12
;C14748;953,772248;747,62;747,62;0;1411,613588;6;2;2500;306,649908;215,800967;0;1;0,166667;0,166667;0;0,5;12
;C11867;1407,26415;151,64;151,64;0;0;0;1;1500;337,890842;337,424016;0;0,909091;0,090909;0,090909;0;0;11
;C12181;740,826233;2055,13;302,05;1753,08;0;0;74;7500;1631,166246;217,082846;0;1;1;0,916667;1;0;12
;C12833;78,027358;377,07;377,07;0;367,672276;2;8;1500;1547,271973;157,18024;0,25;0,454545;0,25;0,25;0;0,083333;12
;C17560;1865,271423;412;412;0;0;0;2;2000;597,104874;666,876023;0;1;0,166667;0,166667;0;0;12
;C11567;2766,561266;1469,05;1469,05;0;1585,242991;2;29;3000;591,132016;1196,391741;0;1;0,333333;0,333333;0;0,166667;12
;C15973;45,160837;0;0;0;79,46115;1;0;6500;486,597254;89,975046;0;0,727273;0;0;0;0,083333;12
;C15079;299,82542;480;130;350;416,566286;3;8;1000;113,970639;100,59858;0;1;1;0,142857;0,857143;0,428571;7
;C16961;915,932014;45,65;45,65;0;0;0;1;1000;224,596651;330,860527;0;1;0,083333;0,083333;0;0;12
;C13506;6071,895277;204,8;0;204,8;4283,656363;13;9;7000;1892,355319;1653,92317;0;1;0,75;0;0,75;0,833333;12
;C11756;5505,828486;0;0;0;193,187682;3;0;6000;1355,058674;2345,198755;0;1;0;0;0;0,25;12
;C16985;59,315679;145,58;0;145,58;0;0;11;1000;0;;0;1;0,833333;0;0,833333;0;12
;C10345;2324,086254;0;0;0;1600,758078;13;0;2300;2147,890523;2077,873573;0;0,909091;0;0;0;0,909091;11
;C16203;1096,991698;1567,12;826,63;740,49;0;0;37;1200;993,247869;571,822624;0;1;1;0,666667;0,916667;0;12
;C12991;811,564879;558,08;492,04;66,04;0;0;12;8500;694,594504;201,679842;0;1;0,583333;0,416667;0,166667;0;12
;C16461;2196,006333;666,89;550,79;116,1;0;0;8;7500;579,257195;773,160428;0;1;0,5;0,25;0,166667;0;12
;C11623;341,379209;426,92;426,92;0;36,144056;1;13;3000;595,682302;176,911112;0;1;0,416667;0,416667;0;0,083333;12
;C10783;10397,09989;0;0;0;4045,620171;6;0;13000;3222,169406;2818,707479;0;1;0;0;0;0,25;12
;C18926;368,318662;8053,95;8053,95;0;0;0;46;2000;7966,582037;219,761189;0,777778;0,909091;0,833333;0,833333;0;0;12
;C18939;60,816514;900;0;900;0;0;9;1000;1208,785022;174,822875;0,777778;0,818182;0,75;0;0,75;0;12
;C12364;1777,056105;1083,12;0;1083,12;0;0;24;4000;383,231247;659,560532;0;1;1;0;1;0;12
;C10856;1892,439622;86,7;86,7;0;92,435934;2;2;2000;534,092827;1069,925154;0;1;0,166667;0,166667;0;0,083333;12
;C14953;957,980588;424,76;0;424,76;0;0;4;5000;504,56116;337,959338;0;1;0,333333;0;0,333333;0;12
;C16919;92,261256;666,68;0;666,68;0;0;4;900;2510,558599;259,141203;0;0,272727;0,333333;0;0,333333;0;12
;C10454;969,294446;0;0;0;340,249539;1;0;1200;591,853821;204,676682;0;1;0;0;0;0,083333;12
;C10735;13763,47358;9670,84;6701,08;2969,76;1896,204934;2;88;17500;24199,11108;3039,137305;0,083333;1;1;0,75;1;0,166667;12
;C18533;42,204276;655,73;197,39;458,34;0;0;12;500;459,163878;96,554895;0,5;0,909091;1;0,083333;0,916667;0;12
;C14056;4899,638221;0;0;0;424,449434;5;0;5000;880,262447;1651,415614;0;1;0;0;0;0,272727;11
;C10103;4,708041;79;0;79;0;0;3;7000;217,820198;121,781205;1;0,363636;0,25;0;0,166667;0;12
;C18701;839,081567;0;0;0;609,463327;6;0;1800;2719,934613;406,996136;0,125;0,727273;0;0;0;0,416667;12
;C12725;1828,62196;0;0;0;689,185829;1;0;2300;2466,964742;471,940554;0;1;0;0;0;0,083333;12
;C13220;1941,315169;262,08;0;262,08;0;0;23;5000;557,258278;490,403966;0;1;1;0;1;0;12
;C16743;4218,956639;0;0;0;4734,304587;44;0;4500;5557,539676;1434,238518;0,083333;1;0;0;0;0,583333;12
;C15004;8,799432;1591,48;218,8;1372,68;0;0;23;2000;1496,045221;72,016021;0,2;0,454545;0,833333;0,25;0,666667;0;12
;C13224;978,091862;550,53;0;550,53;0;0;39;1200;1068,923263;254,433788;0;1;1;0;1;0;12
;C15356;8,285344;72,52;72,52;0;0;0;1;3000;0;;0;0,142857;0,142857;0,142857;0;0;7
;C17955;2,571837;99;0;99;0;0;2;2500;45,168124;;0;0,1;0,2;0;0,2;0;10
;C11192;741,294747;7096,36;4287,78;2808,58;0;0;84;7500;6642,324858;211,053637;1;1;1;1;1;0;12
;C11055;1583,622027;45,65;45,65;0;0;0;1;1700;317,911208;481,237501;0;1;0,090909;0,090909;0;0;11
;C10152;19,354559;689,7;0;689,7;0;0;10;10000;746,691026;;0;0,909091;0,833333;0;0,833333;0;12
;C15996;2551,808695;179,9;179,9;0;196,095144;3;7;3000;586,174437;924,177666;0;1;0,25;0,25;0;0,166667;12
;C12429;606,323282;299,9;299,9;0;0;0;3;4200;502,64224;204,447891;0;1;0,25;0,25;0;0;12
;C13070;4881,395564;849,78;849,78;0;0;0;7;11500;1097,471776;1314,593462;0;0,909091;0,454545;0,454545;0;0;11
;C15252;0;0;0;0;465,571691;1;0;3000;6112,512276;;0;0;0;0;0;0,083333;12
;C16652;7337,853622;0;0;0;3889,579805;21;0;9000;2526,186156;2075,774372;0;1;0;0;0;0,75;12
;C13775;1013,706876;2143,28;227,12;1916,16;3610,57243;1;34;7500;2945,957395;290,544441;0;1;0,916667;0,333333;0,583333;0,083333;12
;C12759;5239,381493;0;0;0;9798,167329;1;0;10000;1345,580941;2011,806301;0;0,625;0;0;0;0,125;8
;C13015;499,437461;0;0;0;496,939698;1;0;1200;956,458532;216,205066;0;1;0;0;0;0,083333;12
;C17234;45,746204;170;170;0;1042,121023;3;1;1200;1327,700776;41,385496;0,5;0,833333;0,166667;0,166667;0;0,5;6
;C16867;5,116471;50,2;50,2;0;0;0;2;1000;200,963332;109,182077;0,333333;0,363636;0,166667;0,166667;0;0;12
;C11438;164,684836;622,9;622,9;0;464,882608;1;7;3000;825,929531;171,750543;0,1;1;0,545455;0,545455;0;0,090909;11
;C16797;2743,221459;0;0;0;776,01291;2;0;3000;668,207015;934,308332;0;1;0;0;0;0,166667;12
;C14026;26,506901;400,91;115,61;285,3;0;0;19;2500;465,179466;147,891541;0,5;0,909091;0,583333;0,083333;0,416667;0;12
;C12964;97,453056;334,73;334,73;0;19,551802;1;1;2500;234,271939;117,297542;0,25;0,818182;0,083333;0,083333;0;0,083333;12
;C12320;1738,377115;140,2;140,2;0;0;0;12;6500;432,72779;591,069406;0;1;1;1;0;0;12
;C10758;4834,586867;0;0;0;56,747353;1;0;5500;874,365824;1582,515056;0;1;0;0;0;0,1;10
;C11814;912,36003;10709,17;9689,36;1019,81;0;0;49;15000;11381,63396;299,249818;1;1;1;1;1;0;12
;C19068;30,17549;235,71;0;235,71;0;0;9;1500;171,066972;128,961432;0,857143;1;1;0;0,888889;0;9
;C12920;646,745968;0;0;0;889,412824;6;0;1350;789,132988;184,544674;0;0,818182;0;0;0;0,333333;12
;C11027;2845,16043;735,09;652,94;82,15;0;0;8;10500;6006,492582;888,901116;0;0,727273;0,666667;0,25;0,333333;0;12
;C13067;3586,66025;342;177;165;5409,095889;18;5;6000;5949,072074;1315,504162;0;1;0,333333;0,166667;0,166667;0,416667;12
;C15276;15,330559;144,64;0;144,64;0;0;8;1000;198,970881;96,044022;0;0,727273;0,666667;0;0,666667;0;12
;C15844;80,198389;981,75;459;522,75;0;0;14;1000;1381,850719;58,816069;0,1;0,454545;0,583333;0,083333;0,5;0;12
;C16289;1194,885664;365,5;365,5;0;0;0;8;1200;566,349364;1362,30698;0;1;0,416667;0,416667;0;0;12
;C14527;1080,852036;0;0;0;48,919105;1;0;1200;343,313124;254,04276;0;1;0;0;0;0,083333;12
;C16559;287,787967;0;0;0;19,464101;1;0;300;104,919187;346,608792;0;1;0;0;0;0,083333;12
;C12410;5257,807308;2331,68;1088,04;1243,64;10291,12574;10;34;17500;2543,033209;1237,405459;0;1;0,75;0,333333;0,666667;0,583333;12
;C14989;35,16925;272,34;0;272,34;0;0;8;1500;386,322209;104,5487;0,272727;0,636364;0,416667;0;0,416667;0;12
;C12797;210,618047;290;0;290;0;0;10;2700;239,005926;171,362848;0;1;0,833333;0;0,833333;0;12
;C11001;160,816558;1755,76;1755,76;0;0;0;20;2500;1633,050111;194,343579;0,916667;1;1;1;0;0;12
;C11786;467,244925;4001,7;1769,36;2232,34;0;0;109;16000;2259,241805;183,138427;0,181818;1;1;0,583333;1;0;12
